lat,lon,id1,main,description,icon,temp,pressure,humidity,temp_min,temp_max,visibility,speed,deg,clouds,dt,typ,id2,message,country,sunrise,sunset,idn,name
28.316                                            ,76.940                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.49                                            ,1014                                              ,30                                                ,299.26                                            ,301.15                                            ,4500                                              ,4.1                                               ,290                                               ,0                                                 ,1552901408                                        ,1                                                 ,9165                                              ,0.0152                                            ,IN                                                ,1552870752                                        ,1552914108                                        ,1267621                                           ,Kāsan                                             
28.299                                            ,76.927                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.5                                             ,1014                                              ,30                                                ,299.26                                            ,301.15                                            ,4500                                              ,4.1                                               ,290                                               ,0                                                 ,1552901408                                        ,1                                                 ,9165                                              ,0.0072                                            ,IN                                                ,1552870754                                        ,1552914111                                        ,1267621                                           ,Kāsan                                             
28.287                                            ,76.917                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.53                                            ,1014                                              ,30                                                ,299.26                                            ,301.15                                            ,4500                                              ,4.1                                               ,290                                               ,0                                                 ,1552902308                                        ,1                                                 ,9165                                              ,0.0061                                            ,IN                                                ,1552870757                                        ,1552914113                                        ,1254948                                           ,Taoru                                             
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0056                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0053                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0054                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0054                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0068                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0067                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0053                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0053                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0054                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0068                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1015                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,240                                               ,75                                                ,1552897800                                        ,1                                                 ,9159                                              ,0.0068                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0067                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
28.274                                            ,76.906                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.73                                            ,1014                                              ,30                                                ,299.82                                            ,301.15                                            ,4500                                              ,4.1                                               ,290                                               ,0                                                 ,1552903208                                        ,1                                                 ,9165                                              ,0.0081                                            ,IN                                                ,1552870759                                        ,1552914116                                        ,1254948                                           ,Taoru                                             
28.261                                            ,76.896                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.69                                            ,1014                                              ,30                                                ,299.82                                            ,301.15                                            ,5000                                              ,4.6                                               ,300                                               ,20                                                ,1552903208                                        ,1                                                 ,9165                                              ,0.0053                                            ,IN                                                ,1552870761                                        ,1552914118                                        ,7279747                                           ,Bhiwadi                                           
28.248                                            ,76.885                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.69                                            ,1014                                              ,30                                                ,299.82                                            ,301.15                                            ,5000                                              ,4.6                                               ,300                                               ,20                                                ,1552903208                                        ,1                                                 ,9165                                              ,0.0112                                            ,IN                                                ,1552870764                                        ,1552914120                                        ,7279747                                           ,Bhiwadi                                           
28.235                                            ,76.875                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.69                                            ,1014                                              ,30                                                ,299.82                                            ,301.15                                            ,5000                                              ,4.6                                               ,300                                               ,20                                                ,1552903208                                        ,1                                                 ,9165                                              ,0.0068                                            ,IN                                                ,1552870766                                        ,1552914123                                        ,7279747                                           ,Bhiwadi                                           
28.222                                            ,76.864                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.63                                            ,1013                                              ,39                                                ,299.82                                            ,301.15                                            ,4000                                              ,1.5                                               ,310                                               ,20                                                ,1552905000                                        ,1                                                 ,9161                                              ,0.0053                                            ,IN                                                ,1552870771                                        ,1552914128                                        ,7279747                                           ,Bhiwadi                                           
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0067                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0131                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0061                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0131                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0131                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0061                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
28.209                                            ,76.854                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.69                                            ,1013                                              ,39                                                ,299.82                                            ,301.15                                            ,4000                                              ,1.5                                               ,310                                               ,20                                                ,1552905907                                        ,1                                                 ,9161                                              ,0.0301                                            ,IN                                                ,1552870773                                        ,1552914130                                        ,7279747                                           ,Bhiwadi                                           
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.0061                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.006                                             ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
28.196                                            ,76.843                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.69                                            ,1013                                              ,39                                                ,299.82                                            ,301.15                                            ,4000                                              ,1.5                                               ,310                                               ,20                                                ,1552905907                                        ,1                                                 ,9161                                              ,0.0048                                            ,IN                                                ,1552870775                                        ,1552914133                                        ,7279747                                           ,Bhiwadi                                           
28.183                                            ,76.832                                            ,721                                               ,Haze                                              ,haze                                              ,50d                                               ,300.67                                            ,1013                                              ,23                                                ,299.82                                            ,301.15                                            ,5000                                              ,4.6                                               ,300                                               ,20                                                ,1552905907                                        ,1                                                 ,9165                                              ,0.0108                                            ,IN                                                ,1552870778                                        ,1552914135                                        ,7279747                                           ,Bhiwadi                                           
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.006                                             ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,39                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,260                                               ,75                                                ,1552905000                                        ,1                                                 ,9159                                              ,0.0051                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,36                                                ,300.15                                            ,300.15                                            ,6000                                              ,3.1                                               ,260                                               ,75                                                ,1552901400                                        ,1                                                 ,9159                                              ,0.006                                             ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
30.723                                            ,76.789                                            ,803                                               ,Clouds                                            ,broken clouds                                     ,04d                                               ,300.15                                            ,1014                                              ,39                                                ,300.15                                            ,300.15                                            ,6000                                              ,2.6                                               ,260                                               ,75                                                ,1552905000                                        ,1                                                 ,9159                                              ,0.0051                                            ,IN                                                ,1552870798                                        ,1552914134                                        ,1274746                                           ,Chandigarh                                        
